Event Date,Start Time,End Time,Event Name,Event Description,Event Location,Admission
09/14/2000,5:00 p.m.,Sin datos,YMCA Stage Fit,Workout,Empire State Plaza Outdoor Main Stage,Sin datos
09/13/2000,9:30 a.m.,4:00 p.m.,GTC 2000,Have you registered yet for the Government Technology Conference 2000 in Albany  New York?  Exploring the future of eGovernment  - Training Classes and Seminars  Free Exhibits and Keynotes.  Register on-line at www.govtech.net or on-site at the Empire State Plaza.  If you register on-line before September 8  your badge will be waiting for you at the pre-registered badge pick up counter at the GTC Registration Booth at the Plaza.  You are invited to be a part of this dynamic conference focusing on the Future of eGovernment.  Plan now to join 8 000 of your government and industry colleagues at the Capital Districts's largest technology exhibition and conference.  GTC's expo is the largest technology expo for government  in the Northeast and will have over 190 of the nation's leading technology companies and the Government Solution Center where you will see how other government agencies are using innovative technologies.  For more information  contact Maureen Torncello at (518) 435-1106 or mtorn@nycap.rr.com or (877) GTC-6657.,Empire State Plaza Convention Center,Free
09/13/2000,11:30 a.m.,1:30 p.m.,Empire State College Information,Information Booth,Concourse - Bus Turn,Sin datos
09/13/2000,11:00 a.m.,2:00 p.m.,Outdoor Farmers' Market,Sin datos,Outdoor Empire State Plaza,Sin datos
09/08/2000,11:00 a.m.,2:00 p.m.,Outdoor Farmers' Market,Sin datos,Outdoor Empire State Plaza,Sin datos
09/07/2000,5:00 p.m.,Sin datos,YMCA Stage Fit,Workout,Empire State Plaza Outdoor Main Stage,Sin datos
09/06/2000,11:00 a.m.,2:00 p.m.,Outdoor Farmers' Market,Sin datos,Outdoor Empire State Plaza,Sin datos
09/06/2000,10:00 a.m.,2:00 p.m.,Leukemia Society Walk,Information Booth,Concourse - Bus Turn,Sin datos
09/06/2000,7:30 a.m.,4:00 p.m.,AIDS Council Book Fair,Book Sale,Concourse - Bus Turn,Sin datos
09/01/2000,11:00 a.m.,2:00 p.m.,Outdoor Farmers' Market,Sin datos,Outdoor Empire State Plaza,Sin datos
08/31/2000,11:00 a.m.,2:00 p.m.,Outdoor Farmers' Market,Featuring the freshest seasonal specialties from area farms,Outdoor Empire State Plaza,Sin datos
08/30/2000,7:30 p.m.,10:00 p.m.,Swing At the Plaza,Swing's still the hottest dance and music craze to sweep the nation - with its rambunctious revival  Lindy Hoppers and Jitterbuggers are swingin'  rockin'  jumpin'  and jivin'!  This summer  At the Plaza features two hep shows with cool groups - Jet Set 6  Sam Butera  George Gee and much more.  (Sponsored by: the Times Union  Pepsi-Cola  Snapple Beverages  WNYT NewsChannel 13  WYJB B95.5-fm  WFLY Fly 92.3-fm and Metroland),Outdoor Empire State Plaza Main Stage,Free
09/20/2000,11:00 a.m.,3:00 p.m.,CSEA,Information Booth,Concourse - Bus Turn,Sin datos
08/30/2000,11:00 a.m.,2:00 p.m.,Outdoor Farmers' Market,Sin datos,Outdoor Empire State Plaza,Sin datos
08/30/2000,11:00 a.m.,2:00 p.m.,Empire State Plaza Summer Craft Fair,Craft Show of handcrafted and commercial vendors,Outdoor Empire State Plaza - adjacent to the Food Pavilion located next to Agency 4,Free
08/25/2000,11:00 a.m.,2:00 p.m.,Outdoor Farmers' Market,Sin datos,Outdoor Empire State Plaza,Sin datos
08/25/2000,5:00 p.m.,9:00 p.m.,Dunkin' Donuts Coolatta Concert Series,The weekend's here and so is the best in rock music.  Formerly known as the TGIF Concert Series  the Dunkin'Donuts Coolatta Concert Series will present the hottest up-and-coming contemporary artists on Fridays beginning at 5 p.m.  At the Plaza joins forces with local stations WB- 45  Channel 103.1-fm and WEQX 102.7-fm to present a summer extravaganza of hip alternative and rock music.  Each show will feature performances from three bands  including emerging national artists and local favorites who will carry on the tradition of former TGIF acts such as Jewel  Abra Moore and Marcy Playground.  Artists to be announced at a later date.  (Sponsored by: Dunkin' Donuts  FYE  Miller Lite  Saturn of Albany  WB-45  Channel 103.1-fm  WEQX 102.7-fm and Metroland),Outdoor Empire State Plaza Main Stage,Free
08/24/2000,12:00 p.m.,2:00 p.m.,Mark Ruggiero in Concert,Lunchtime Concert made possible by CDPHP.,West Capitol Park,Free
08/23/2000,12:00 p.m.,2:00 p.m.,Jeff Strange in Concert,Lunchtime Concert made possible by CDPHP.,West Capitol Park,Free
08/23/2000,11:00 a.m.,2:00 p.m.,Outdoor Farmers' Market,Sin datos,Outdoor Empire State Plaza,Sin datos
08/18/2000,11:00 a.m.,2:00 p.m.,Outdoor Farmers' Market,Sin datos,Outdoor Empire State Plaza,Sin datos
08/16/2000,9:00 a.m.,5:00 p.m.,Carver Community Center,Candy Sale,Concourse - Bus Turn,Sin datos
08/16/2000,11:00 a.m.,2:00 p.m.,Outdoor Farmers' Market,Sin datos,Outdoor Empire State Plaza,Sin datos
08/16/2000,11:00 a.m.,10:00 p.m.,Niagara Mohawk Food Festival,Tour the world in a day and let your senses soar with more than 80 food vendors  including local ethnic clubs  area restaurants  specialty food vendors  micro-breweries and New York State wineries.  In addition to the great food  you can enjoy entertainment from top musicians.  Be sure to catch the lunch-time artists including John Hall and Jonell Mosser.  Evening headliners are 10 000 Maniacs and Blood  Sweat & Tears.  (Sponsored by: Niagara Mohawk  WTEN ABC-10  Radio 810 WGY and WRVE 99.5-fm The River),Outdoor Empire State Plaza,Free
08/15/2000,12:00 p.m.,2:00 p.m.,Rosanne Raneri in Concert,Lunchtime Concert made possible by Otto Daewoo.,West Capitol Park,Free
08/12/2000,6:30 p.m.,10:00 p.m.,Indigo Girls in Concert,"You've heard of the boys of summer.  Well  tonight it is truly the ""Girls of Summer!""  The Plaza will be grooving and singing to the unmistakable harmonies of the Indigo Girls.  Their voices consistently reach into the audience and make their listeners feel at home  understood  inspired.  With songs that stir and soothe  their music is energetic and a synthesis of serious contemplation.  The Atlantic based duo of Emily Saliers and Amy Ray have an instantly recognizable sound  and they will energize and inspire the Capital Region audience with every song.  This special night begins with special guests  Hue.  Back by popular demand after their summer 1999 performance  this trio of angelic voices plays piano  viola and cello to their own creative compositions in a style coined ""chamber soul"".  (Sponsored by: Snapple  M & T Bank  FYE  Pepsi  Budweiser  Metroland  Channel 103.1 fm and WB45)",Outdoor Empire State Plaza Main Stage,Free
08/11/2000,10:00 a.m.,2:00 p.m.,Columbo Sampling,Product Sampling,Outdoor Empire State Plaza - Mosaic Area,Sin datos
08/11/2000,11:00 a.m.,2:00 p.m.,Outdoor Farmers' Market,Sin datos,Outdoor Empire State Plaza,Sin datos
08/11/2000,5:00 p.m.,9:00 p.m.,Dunkin' Donuts Coolatta Concert Series,The weekend's here and so is the best in rock music.  Formerly known as the TGIF Concert Series  the Dunkin'Donuts Coolatta Concert Series will present the hottest up-and-coming contemporary artists on Fridays beginning at 5 p.m.  At the Plaza joins forces with local stations WB- 45  Channel 103.1-fm and WEQX 102.7-fm to present a summer extravaganza of hip alternative and rock music.  Each show will feature performances from three bands  including emerging national artists and local favorites who will carry on the tradition of former TGIF acts such as Jewel  Abra Moore and Marcy Playground.  Artists to be announced at a later date.  (Sponsored by: Dunkin' Donuts  FYE  Miller Lite  Saturn of Albany  WB-45  Channel 103.1-fm  WEQX 102.7-fm and Metroland),Outdoor Empire State Plaza Main Stage,Free
08/10/2000,10:00 a.m.,2:00 p.m.,Columbo Sampling,Product Sampling,Outdoor Empire State Plaza - Mosaic Area,Sin datos
08/09/2000,12:00 p.m.,2:00 p.m.,Brian Zapel in Concert,Lunchtime Concert made possible by Saturn of Albany.,West Capitol Park,Free
08/09/2000,11:00 a.m.,2:00 p.m.,Outdoor Farmers' Market,Sin datos,Outdoor Empire State Plaza,Sin datos
08/08/2000,12:00 p.m.,2:00 p.m.,School of Orchestral Studies,Performance,West Capitol Park,Sin datos
08/05/2000,1:00 p.m.,10:00 p.m.,Xerox African American Arts & Cultural Festival,The Xerox African American Arts and Cultural Festival has something for everyone.  With programming support from Jamz 96.3 fm and Smooth Jazz 104.9 fm  music lovers will enjoy the diverse lineup of gospel  jazz  hip hop and r&b acts performing on two stages.  Browse arts and crafts tables  sample a variety of delicious food items and visit the tables of various community organizations that will participate.  The kids will have a free Fun Zone and stage all to themselves  with entertainment  rides  clowns and art activities.  Come hear renowned folk singer Odetta  and the harmonies of the Capital Region gospel group  the Empire State King Choir  Samantha Siva and the Jamz Undiscovered Acts Talent Competition.  (Sponsored by: Xerox  Western Union  Otto Daewoo  WZMR Smooth Jazz 104.9-fm and WAJZ JAMZ 96.3-fm),Outdoor Empire State Plaza,Free
08/04/2000,11:00 a.m.,2:00 p.m.,Outdoor Farmers' Market,Sin datos,Outdoor Empire State Plaza,Sin datos
08/02/2000,11:00 a.m.,2:00 p.m.,Empire State Plaza Summer Craft Fair,Craft Show of handcrafted and commercial vendors,Outdoor Empire State Plaza - adjacent to the Food Pavilion located next to Agency 4,Free
08/02/2000,12:00 p.m.,2:00 p.m.,Mark Finken in Concert,Lunchtime Concert made possible by Otto Daewoo.,West Capitol Park,Free
07/30/2000,1:00 p.m.,5:00 p.m.,GE Kids' Day,GE Kids' Day is a fun festival made especially for children!  From toddlers on up  kids can enjoy a whole day that has been planned just for them.  Children can have their face painted  ride a pony  enjoy music and dance  get a balloon  see a magic show and complete an art project  all at no cost!  This year  the talented and legendary singer/songwriter Fred Penner headlines the festival.  The all-girl group and r&b sensation Kautious will also perform.  (Sponsored by: GE  SEFCU the Times Union  WNYT NewsChannel 13  WYJB B95.5-fm  WFLY Fly-92.3-fm),Outdoor Empire State Plaza,Free
07/28/2000,11:00 a.m.,2:00 p.m.,Outdoor Farmers' Market,Sin datos,Outdoor Empire State Plaza,Sin datos
07/27/2000,12:00 p.m.,2:00 p.m.,Bruce Kean in Concert,Lunchtime Concert made possible by Nemer Volkswagen.,West Capitol Park,Free
07/26/2000,11:00 a.m.,2:00 p.m.,Outdoor Farmers' Market,Sin datos,Outdoor Empire State Plaza,Sin datos
07/26/2000,7:30 p.m.,10:00 p.m.,Swing At the Plaza,Swing's still the hottest dance and music craze to sweep the nation - with its rambunctious revival  Lindy Hoppers and Jitterbuggers are swingin'  rockin'  jumpin'  and jivin'!  This summer  At the Plaza features two hep shows with cool groups - Jet Set 6  Sam Butera  George Gee and much more.  (Sponsored by: the Times Union  Pepsi-Cola  Snapple Beverages  WNYT NewsChannel 13  WYJB B95.5-fm  WFLY Fly 92.3-fm and Metroland),Outdoor Empire State Plaza Main Stage,Free
07/21/2000,5:00 p.m.,9:00 p.m.,Dunkin' Donuts Coolatta Concert Series,The weekend's here and so is the best in rock music.  Formerly known as the TGIF Concert Series  the Dunkin'Donuts Coolatta Concert Series will present the hottest up-and-coming contemporary artists on Fridays beginning at 5 p.m.  At the Plaza joins forces with local stations WB- 45  Channel 103.1-fm and WEQX 102.7-fm to present a summer extravaganza of hip alternative and rock music.  Each show will feature performances from three bands  including emerging national artists and local favorites who will carry on the tradition of former TGIF acts such as Jewel  Abra Moore and Marcy Playground.  Artists to be announced at a later date.  (Sponsored by: Dunkin' Donuts  FYE  Miller Lite  Saturn of Albany  WB-45  Channel 103.1-fm  WEQX 102.7-fm and Metroland),Outdoor Empire State Plaza Main Stage,Free
07/21/2000,11:00 a.m.,2:00 p.m.,Outdoor Farmers' Market,Sin datos,Outdoor Empire State Plaza,Sin datos
07/19/2000,11:00 a.m.,2:00 p.m.,Empire State Plaza Summer Craft Fair,Craft Show of handcrafted and commercial vendors,Outdoor Empire State Plaza - adjacent to the Food Pavilion located next to Agency 4,Free
07/19/2000,11:00 a.m.,2:00 p.m.,Outdoor Farmers' Market,Sin datos,Outdoor Empire State Plaza,Sin datos
07/19/2000,12:00 p.m.,2:00 p.m.,Rob Aronstein in Concert,Lunchtime Concert made possible by Saturn of Albany.,West Capitol Park,Free
07/14/2000,11:00 a.m.,2:00 p.m.,Outdoor Farmers' Market,Sin datos,Outdoor Empire State Plaza,Sin datos
07/12/2000,7:30 p.m.,10:00 p.m.,Chuck Negron in Concert (formerly of Three Dog Night),"For a bit of nostalgia  come listen to the vocal talents of Chuck Negron  formerly of Three Dog Night.  During his tenure with the group  Three Dog Night scored a successful string of 21 hit singles  including 11 Top Ten hits  and 12 consecutive gold albums between 1969 and 1975.  The night promises to include hits such as ""Joy to the World "" ""Mama Told Me (Not to Come) "" ""Old Fashioned Love Song "" ""Shambala "" ""Never Been To Spain "" ""Pieces Of April "" ""Celebrate "" and ""One.""  Opening for Chuck Negron is Corky Lang  former drummer of the group Mountain.  (Sponsored by: M&T Bank  Honey Brown  Saratoga Springwater  WXCR Classic Rock 102.3-fm and Metroland)",Outdoor Empire State Plaza Main Stage,Free
07/12/2000,12:00 p.m.,2:00 p.m.,Mark Rabin in Concert,Lunchtime Concert made possible by Nemer Volkswagon.,West Capitol Park,Free
07/12/2000,11:00 a.m.,2:00 p.m.,Outdoor Farmers' Market,Sin datos,Outdoor Empire State Plaza,Sin datos
07/08/2000,1:00 p.m.,10:00 p.m.,Fleet BluesFest,This electrified two-day festival presents the most talented blues artists in the country.  This year's lineup includes critically-acclaimed artists Elvin Bishop and Grammy winner Otis Rush.  Families will enjoy a free Kids' Fun-Zone on Saturday  a crafts show and great refreshments!  The Fleet Street City Blues Jam expands the event citywide on Friday and Saturday nights with participating Albany restaurants and clubs keeping the mood alive into the night by presenting great blues performances and great hospitality!  Participating clubs and artists will be announced at a later date.  (Sponsored by: Fleet  Nemer Volkswagen  Saratoga Springwater  Labatt  WPYX 106.5-fm  WTEN ABC-10),Outdoor Empire State Plaza,Free
07/07/2000,5:00 p.m.,10:00 p.m.,Fleet BluesFest,This electrified two-day festival presents the most talented blues artists in the country.  This year's lineup includes critically-acclaimed artists Elvin Bishop and Grammy winner Otis Rush.  Families will enjoy a free Kids' Fun-Zone on Saturday  a crafts show and great refreshments!  The Fleet Street City Blues Jam expands the event citywide on Friday and Saturday nights with participating Albany restaurants and clubs keeping the mood alive into the night by presenting great blues performances and great hospitality!  Participating clubs and artists will be announced at a later date.  (Sponsored by: Fleet  Nemer Volkswagen  Saratoga Springwater  Labatt  WPYX 106.5-fm  WTEN ABC-10),Outdoor Empire State Plaza,Free
07/07/2000,11:00 a.m.,2:00 p.m.,Outdoor Farmers' Market,Sin datos,Outdoor Empire State Plaza,Sin datos
07/05/2000,10:30 a.m.,2:00 p.m.,"Snapple ""Twisted Cap Trick""",Sampling and Magic Show,West Capitol Park,Sin datos
07/05/2000,11:00 a.m.,2:00 p.m.,Outdoor Farmers' Market,Sin datos,Outdoor Empire State Plaza,Sin datos
07/05/2000,11:00 a.m.,2:00 p.m.,Empire State Plaza Summer Craft Fair,Craft Show of handcrafted and commercial vendors,Outdoor Empire State Plaza - adjacent to the Food Pavilion located next to Agency 4,Free
07/04/2000,4:00 p.m.,10:00 p.m.,Price Chopper Fabulous Fourth Festivities,"The Capital Region's biggest back-yard party.  Enjoy one of America's most dramatic settings for dazzling fireworks and great entertainment.  Price Chopper's Fabulous Fourth and Concert in the Sky is a Plaza classic.  You'll relive the ""British Invasion"" when Beatlemania takes the stage at 7 p.m.  followed by the fireworks display at approximately 9:15 p.m.  Grounds open at 4 p.m.  (Sponsored by: Price Chopper)",Outdoor Empire State Plaza,Free
10/18/2000,11:00 a.m.,2:00 p.m.,Outdoor Farmers' Market,Sin datos,Outdoor Empire State Plaza,Sin datos
08/02/2000,11:00 a.m.,2:00 p.m.,Outdoor Farmers' Market,Sin datos,Outdoor Empire State Plaza,Sin datos
06/30/2000,11:00 a.m.,2:00 p.m.,Outdoor Farmers' Market,Sin datos,Outdoor Empire State Plaza,Sin datos
06/29/2000,10:00 a.m.,2:00 p.m.,New York's College Savings Program,Information table,North Lobby,Sin datos
06/28/2000,11:00 a.m.,2:00 p.m.,Outdoor Farmers' Market,Sin datos,Outdoor Empire State Plaza,Sin datos
06/28/2000,10:00 a.m.,2:00 p.m.,New York's College Savings Program,Information table,North Lobby,Sin datos
06/27/2000,10:00 a.m.,2:00 p.m.,New York's College Savings Program,Information table,North Lobby,Sin datos
06/23/2000,11:00 a.m.,2:00 p.m.,Outdoor Farmers' Market,Sin datos,Outdoor Empire State Plaza,Sin datos
06/21/2000,11:00 a.m.,2:00 p.m.,Outdoor Farmers' Market,Sin datos,Outdoor Empire State Plaza,Sin datos
06/21/2000,9:00 a.m.,4:00 p.m.,Carver Community Center,Candy Sale,Concourse - Bus Turn,Sin datos
06/21/2000,11:00 a.m.,2:00 p.m.,Empire State Plaza Summer Craft Fair,Craft Show of handcrafted and commercial vendors,Outdoor Empire State Plaza - adjacent to the Food Pavilion located next to Agency 4,Free
06/16/2000,11:00 a.m.,1:00 p.m.,John Kennedy Elementary School,Concert,South Concourse,Free
06/16/2000,8:00 a.m.,4:00 p.m.,Annual Disabilities Awareness Art Exhibit,Art Exhibit sponsored by the Commission of Quality of Care,North Lobby,Sin datos
06/16/2000,11:00 a.m.,2:00 p.m.,Outdoor Farmers' Market,Sin datos,Outdoor Empire State Plaza,Sin datos
06/15/2000,8:00 a.m.,4:00 p.m.,Annual Disabilities Awareness Art Exhibit,Art Exhibit sponsored by the Commission of Quality of Care,North Lobby,Sin datos
06/14/2000,8:00 a.m.,4:00 p.m.,Annual Disabilities Awareness Art Exhibit,Art Exhibit sponsored by the Commission of Quality of Care,North Lobby,Sin datos
06/14/2000,11:00 a.m.,2:00 p.m.,Outdoor Farmers' Market,Sin datos,Outdoor Empire State Plaza,Sin datos
06/13/2000,8:00 a.m.,4:00 p.m.,Annual Disabilities Awareness Art Exhibit,Art Exhibit sponsored by the Commission of Quality of Care,North Lobby,Sin datos
06/12/2000,8:00 a.m.,4:00 p.m.,Annual Disabilities Awareness Art Exhibit,Art Exhibit sponsored by the Commission of Quality of Care,North Lobby,Sin datos
06/12/2000,11:30 a.m.,3:00 p.m.,The History Channel Classic Car Race,The History Channel Classic Car Great Race is a cross country road rally.  This 4000 mile race goes from coast to coast  begins in Boston  Massachusetts on June 11 and ends in Sacramento  California on June 24  2000.  The race  comprised of approximately 65 classic cars  primarily roadsters  are all made before 1950.  This year  the Empire State Plaza has been chosen by the History Channel as the only area stop on the route.,Outdoor Empire State Plaza,Free
06/11/2000,12:00 p.m.,9:00 p.m.,Fly Fling 2000,The Capital District's Summer Kick Off - Fly 92's Free Concerts!  For more information  call: (518) 786-6600,Outdoor Empire State Plaza,Free
06/09/2000,11:00 a.m.,2:00 p.m.,Outdoor Farmers' Market,Sin datos,Outdoor Empire State Plaza,Sin datos
06/07/2000,11:45 a.m.,1:00 p.m.,Ballston Spa Elementary School Band,Concert,West Capitol Park,Free
06/07/2000,11:00 a.m.,2:00 p.m.,Empire State Plaza Summer Craft Fair,Craft Show of handcrafted and commercial vendors,Outdoor Empire State Plaza - adjacent to the Food Pavilion located next to Agency 4,Free
06/07/2000,11:00 a.m.,2:00 p.m.,Outdoor Farmers' Market,Sin datos,Outdoor Empire State Plaza,Sin datos
06/03/2000,8:00 a.m.,9:30 a.m.,2000 Freihofer's Community Walk,The 12th Annual Freihofer's Community Walk will be held in conjunction with the Run for Women on Saturday June 3  2000 from 8 to 9:30am. This unique community event enables hundreds of not-for profit organizations to raise money and awareness by being part of the largest one-day sporting event in the Capital Region. Walkers are encouraged to walk for one of the registered non-profit organizations. Walkers should check-in between 7 a.m. to 8 a.m. on Madison Avenue at the Empire State Plaza.  The walk course consists of a three mile loop that begins on Madison Ave. at the Empire State Plaza and circles around Washington Park.  Admission: There is no fee for entry in the Freihofer's Community Walk. Registration can be done on-line at: http://www.freihofersrun.com/commwalk.cfm or call (518) 273-5552 to request a registration form.  Mail-in entries must be postmarked no later than May 26th. Individual walkers may also sign up on walk day  Saturday  June 3rd  from 7 a.m. to 8 a.m. T-Shirts will be given to the first 1 600 walkers that arrive on Saturday.,Empire State Plaza,No Fee
06/03/2000,10:15 a.m.,Sin datos,2000 Freihofer's Run for Women,The Freihofer's Run for Women is the USA Women's 5K National Championship and Fitness Run. This race combines some of the top American women distance runners and over 3 500 women from the Capital Region and across the nation.  The race begins on Madison Avenue  between the Empire State Plaza and the New York State Museum in Albany  NY.  Admission: $15 through May 19  2000   $20 by May 26  2000   $25 Registrations after May 26  2000 will only be accepted at Last Chance Registration Friday  June 2  2000 from Noon to 9pm on the South Concourse of the Empire State Plaza in Albany.  Online registration can be done at: http://www.freihofersrun.com/index.cfm  until May 26  2000 or call (518) 273-5552 to request a registration form.,Empire State Plaza,Fee
06/03/2000,12:00 p.m.,Sin datos,2000 Freihofer's Run for Kids,The Freihofer's Kid's Run is a series of free mini road races  ranging in distance from 50m to one mile. The Kid's Run is open to children between 3 and 13 years of age. Races begin at noon on Saturday   June 3rd at the Empire State Plaza in Albany  NY.  All runners in the Freihofer's Kid's Run will get a free T-shirt and a free ticket to the Great Escape.  Admission: There is no fee but all children must be registered and wearing their official race number in order to participate.  Registration may be done on-line at: http://www.freihofersrun.com/kidsrun.cfm or call (518) 273-5552 to request a registration form.   Registration may also be done at the Empire State Plaza  South Concourse  Friday  June 2nd  Noon-9 p.m. and Saturday  June 3rd   beginning at 8:30 a.m.,Empire State Plaza,No Fee
06/01/2000,8:00 a.m.,4:00 p.m.,Library Week,Display,North Lobby,Sin datos
05/31/2000,8:00 a.m.,4:00 p.m.,Library Week,Display,North Lobby,Sin datos
05/31/2000,4:00 p.m.,7:00 p.m.,"E-tour ""Be the Boss"" Kick-Off Event",Music and Entertainment by The Burners UK & WFLY 92.3 FM.  Sponsored by the Institute for Entrepreneurship.,Outdoor Empire State Plaza Main Stage,Free
05/31/2000,11:00 a.m.,2:00 p.m.,Outdoor Farmers' Market,Sin datos,Outdoor Empire State Plaza,Sin datos
05/30/2000,8:00 a.m.,4:00 p.m.,Library Week,Display,North Lobby,Sin datos
05/26/2000,11:00 a.m.,2:00 p.m.,Outdoor Farmers' Market,Sin datos,Outdoor Empire State Plaza,Sin datos
05/26/2000,10:00 a.m.,3:00 p.m.,Craft Show by Mohawk Valley Crafts,Craft Show,North Concourse,Sin datos
05/25/2000,6:25 p.m.,Sin datos,The 2000 Chase Corporate Challenge,The Chase Corporate Challenge Series is a 3.5 mile road race open to employees of corporations  businesses and financial institutions.  All participants must be actively employed by the company they represent for a minimum of 25 hours per week for at least three months prior to race day.  The Chase Corporate Challenge is the largest participatory corporate sporting event series in the United States with more than 192 500 runners from nearly 6 500 companies participating in 1999.  Participating companies use the event as a platform to provide health and fitness opportunities in the workplace while promoting goodwill and camaraderie among their employees.  The Series is staged in 13 U.S. locations (Albany  Atlanta  Boston  Buffalo  Chicago  Long Island  Morristown  New York City - 3 races  Paramus  Rochester  San Francisco  Stamford and Syracuse) and abroad in London - 2 races  Sydney and Frankfurt.  Winning Male  Female and Coed teams from each race are invited to participate in the Chase Corporate Challenge Championship  held in New York City on Park Avenue in October.  Early Entry Fee: $14.00 per person if received by Thursday  May 12  2000.  Late Entry Fee: $16.00 per person thereafter.  For more information  call: (518) 435-4500 or web site: www.chase.com,Empire State Plaza,Fee
05/25/2000,10:00 a.m.,3:00 p.m.,Craft Show by Mohawk Valley Crafts,Craft Show,North Concourse,Sin datos
05/24/2000,11:00 a.m.,2:00 p.m.,Outdoor Farmers' Market,Sin datos,Outdoor Empire State Plaza,Sin datos
05/24/2000,10:00 a.m.,2:00 p.m.,"New York Manufactured Housing - ""House on the Hill""","Come share in the 50th anniversary celebration of the New York Manufactured Housing Association as they proudly present their ""House on the Hill"" during Manufactured Housing Week.",Outdoor Empire State Plaza,Free
05/24/2000,10:00 a.m.,3:00 p.m.,Craft Show by Mohawk Valley Crafts,Craft Show,North Concourse,Sin datos
05/23/2000,10:00 a.m.,5:00 p.m.,"New York Manufactured Housing - ""House on the Hill""","Come share in the 50th anniversary celebration of the New York Manufactured Housing Association as they proudly present their ""House on the Hill"" during Manufactured Housing Week.",Outdoor Empire State Plaza,Free
05/22/2000,10:00 a.m.,5:00 p.m.,"New York Manufactured Housing - ""House on the Hill""","Come share in the 50th anniversary celebration of the New York Manufactured Housing Association as they proudly present their ""House on the Hill"" during Manufactured Housing Week.",Outdoor Empire State Plaza,Free
05/22/2000,11:00 a.m.,2:00 p.m.,American Kang Duk Won Association,Martial Arts Demonstration,North Lobby,Sin datos
05/19/2000,7:00 a.m.,4:00 p.m.,First Unitarian Universalist Society of Albany Used Book Fair,Used Book Sale to benefit the First Unitarian Universalist Society of Albany,Concourse - Bus Turn,Sin datos
05/19/2000,11:00 a.m.,2:00 p.m.,Outdoor Farmers' Market,Sin datos,Outdoor Empire State Plaza,Sin datos
05/18/2000,9:00 a.m.,4:00 p.m.,New York State Sheriffs Association,Display,North Lobby and Outdoor Empire State Plaza - Mosaic Area,Sin datos
05/18/2000,7:00 a.m.,4:00 p.m.,First Unitarian Universalist Society of Albany Used Book Fair,Used Book Sale to benefit the First Unitarian Universalist Society of Albany,Concourse - Bus Turn,Sin datos
05/17/2000,9:00 a.m.,4:00 p.m.,KidsPeace National Centers for Kids in Crisis,Information Booth,Concourse - Bus Turn,Sin datos
05/17/2000,11:00 a.m.,2:00 p.m.,Outdoor Farmers' Market,Sin datos,Outdoor Empire State Plaza,Sin datos
05/17/2000,9:00 a.m.,4:00 p.m.,New York State Sheriffs Association,Display,North Lobby and Outdoor Empire State Plaza - Mosaic Area,Sin datos
05/16/2000,9:00 a.m.,4:00 p.m.,New York State Sheriffs Association,Display,North Lobby and Outdoor Empire State Plaza - Mosaic Area,Sin datos
05/16/2000,1:00 p.m.,2:00 p.m.,New York State Division of Criminal Justice Annual Police Memorial,Memorial Program,Empire State Plaza Police Memorial,Sin datos
05/16/2000,10:00 a.m.,2:00 p.m.,Office of the State Comptroller - Direct Deposit Week,Information Table,Concourse - Bus Turn,Sin datos
05/15/2000,9:00 a.m.,4:00 p.m.,New York State Sheriffs Association,Display,North Lobby and Outdoor Empire State Plaza - Mosaic Area,Sin datos
05/12/2000,8:00 a.m.,4:00 p.m.,Exceptional Artworks Exhibit,The Capital District Developmental Services Office is once again proud to sponsor the Northeast Regional Exceptional Artworks Exhibit to be held at the Empire State Plaza.,North Lobby,Sin datos
05/12/2000,11:00 a.m.,2:00 p.m.,Outdoor Farmers' Market,Sin datos,Outdoor Empire State Plaza,Sin datos
05/12/2000,10:00 a.m.,3:00 p.m.,Craft Show by Empire State Hobby & Crafts,Craft Show,North Concourse,Sin datos
05/11/2000,10:00 a.m.,2:00 p.m.,Empire State Plaza Summer Craft Fair,Craft Show featuring handcrafted and commercial vendors,Outdoor Plaza - Mosaic Area,Sin datos
05/11/2000,10:00 a.m.,3:00 p.m.,Craft Show by Empire State Hobby & Crafts,Craft Show,North Concourse,Sin datos
05/11/2000,8:00 a.m.,4:00 p.m.,Exceptional Artworks Exhibit,The Capital District Developmental Services Office is once again proud to sponsor the Northeast Regional Exceptional Artworks Exhibit to be held at the Empire State Plaza.,North Lobby,Sin datos
06/02/2000,8:00 a.m.,4:00 p.m.,Library Week,Display,North Lobby,Sin datos
06/02/2000,11:00 a.m.,2:00 p.m.,Outdoor Farmers' Market,Sin datos,Outdoor Empire State Plaza,Sin datos
05/10/2000,8:00 a.m.,4:00 p.m.,Exceptional Artworks Exhibit,The Capital District Developmental Services Office is once again proud to sponsor the Northeast Regional Exceptional Artworks Exhibit to be held at the Empire State Plaza.,North Lobby,Sin datos
05/10/2000,11:00 a.m.,2:00 p.m.,Outdoor Farmers' Market,Sin datos,Outdoor Empire State Plaza,Sin datos
05/10/2000,10:00 a.m.,3:00 p.m.,Craft Show by Empire State Hobby & Crafts,Craft Show,North Concourse,Sin datos
05/08/2000,11:30 a.m.,2:30 p.m.,"Ellen Sinopoli Dance Company - ""Sneak Preview""",Dance Performance,South Gallery,Free
05/05/2000,11:00 a.m.,2:00 p.m.,Outdoor Farmers' Market,Sin datos,Outdoor Empire State Plaza,Sin datos
05/05/2000,9:00 a.m.,3:00 p.m.,Civil Service Blood Donor Campaign,Sin datos,Outdoor Empire State Plaza - Mosaic Area,Sin datos
